0.0	0.0	0.00115	-0.0957853
0.0	0.0	0.001152	-0.0957936
0.0	0.0	0.0011765	-0.0958955
0.0	0.0	0.0012871	-0.0963579
0.0	0.0	0.0014623	-0.0970979
0.0	0.0	0.0016375	-0.0978474
0.0	0.0	0.0018127	-0.0986065
0.0	0.0	0.0019879	-0.0993752
0.0	0.0	0.0021631	-0.100154
0.0	0.0	0.0022737	-0.10065
0.0	0.0	0.0022982	-0.100761
0.0	0.0	0.0023	-0.100769
0.0	0.0	0.002302	-0.100778
0.0	0.0	0.0023265	-0.100889
0.0	0.0	0.0024371	-0.101391
0.0	0.0	0.0026123	-0.102196
0.0	0.0	0.0027875	-0.10301
0.0	0.0	0.0029627	-0.103835
0.0	0.0	0.0031379	-0.10467
0.0	0.0	0.0033131	-0.105516
0.0	0.0	0.0034237	-0.106056
0.0	0.0	0.0034482	-0.106176
0.0	0.0	0.00345	-0.106185
0.0	0.0	0.003452	-0.106195
0.0	0.0	0.0034765	-0.106315
0.0	0.0	0.0035871	-0.106861
0.0	0.0	0.0037623	-0.107735
0.0	0.0	0.0039375	-0.108619
0.0	0.0	0.0041127	-0.109515
0.0	0.0	0.0042879	-0.110422
0.0	0.0	0.0044631	-0.11134
0.0	0.0	0.0045737	-0.111926
0.0	0.0	0.0045982	-0.112056
0.0	0.0	0.0046	-0.112066
0.0	0.0	0.004602	-0.112076
0.0	0.0	0.0046265	-0.112207
0.0	0.0	0.0047371	-0.112799
0.0	0.0	0.0049123	-0.113747
0.0	0.0	0.0050875	-0.114706
0.0	0.0	0.0052627	-0.115677
0.0	0.0	0.0054379	-0.11666
0.0	0.0	0.0056131	-0.117654
0.0	0.0	0.0057237	-0.118288
0.0	0.0	0.0057482	-0.118429
0.0	0.0	0.00575	-0.118439
0.0	0.0	0.005752	-0.118451
0.0	0.0	0.0057765	-0.118592
0.0	0.0	0.0058871	-0.119233
0.0	0.0	0.0060623	-0.120258
0.0	0.0	0.0062375	-0.121294
0.0	0.0	0.0064127	-0.122343
0.0	0.0	0.0065879	-0.123403
0.0	0.0	0.0067631	-0.124475
0.0	0.0	0.0068737	-0.125158
0.0	0.0	0.0068982	-0.12531
0.0	0.0	0.0069	-0.125321
0.0	0.0	0.006902	-0.125333
0.0	0.0	0.0069265	-0.125485
0.0	0.0	0.0070371	-0.126175
0.0	0.0	0.0072123	-0.127277
0.0	0.0	0.0073875	-0.128391
0.0	0.0	0.0075627	-0.129516
0.0	0.0	0.0077379	-0.130653
0.0	0.0	0.0079131	-0.131801
0.0	0.0	0.0080237	-0.132531
0.0	0.0	0.0080482	-0.132693
0.0	0.0	0.00805	-0.132705
0.0	0.0	0.008052	-0.132718
0.0	0.0	0.0080765	-0.132881
0.0	0.0	0.0081871	-0.133618
0.0	0.0	0.0083623	-0.134793
0.0	0.0	0.0085375	-0.135979
0.0	0.0	0.0087127	-0.137175
0.0	0.0	0.0088879	-0.138381
0.0	0.0	0.0090631	-0.139596
0.0	0.0	0.0091737	-0.140368
0.0	0.0	0.0091982	-0.14054
0.0	0.0	0.0092	-0.140552
0.0	0.0	0.009202	-0.140566
0.0	0.0	0.0092265	-0.140738
0.0	0.0	0.0093371	-0.141515
0.0	0.0	0.0095123	-0.142753
0.0	0.0	0.0096875	-0.143999
0.0	0.0	0.0098627	-0.145252
0.0	0.0	0.0100379	-0.146512
0.0	0.0	0.0102131	-0.147778
0.0	0.0	0.0103237	-0.14858
0.0	0.0	0.0103482	-0.148758
0.0	0.0	0.01035	-0.148771
0.0	0.0	0.010352	-0.148786
0.0	0.0	0.0103765	-0.148964
0.0	0.0	0.0104871	-0.149769
0.0	0.0	0.0106623	-0.151048
0.0	0.0	0.0108375	-0.152331
0.0	0.0	0.0110127	-0.153616
0.0	0.0	0.0111879	-0.154903
0.0	0.0	0.0113631	-0.156191
0.0	0.0	0.0114737	-0.157003
0.0	0.0	0.0114982	-0.157183
0.0	0.0	0.0115	-0.157197
0.0	0.0	0.011502	-0.157211
0.0	0.0	0.0115265	-0.157391
0.0	0.0	0.0116371	-0.158204
0.0	0.0	0.0118123	-0.159489
0.0	0.0	0.0119875	-0.160771
0.0	0.0	0.0121627	-0.162048
0.0	0.0	0.0123379	-0.16332
0.0	0.0	0.0125131	-0.164585
0.0	0.0	0.0126237	-0.165379
0.0	0.0	0.0126482	-0.165554
0.0	0.0	0.01265	-0.165567
0.0	0.0	0.012652	-0.165581
0.0	0.0	0.0126765	-0.165756
0.0	0.0	0.0127871	-0.166545
0.0	0.0	0.0129623	-0.167784
0.0	0.0	0.0131375	-0.169012
0.0	0.0	0.0133127	-0.170224
0.0	0.0	0.0134879	-0.171421
0.0	0.0	0.0136631	-0.172601
0.0	0.0	0.0137737	-0.173335
